#{"t_start": 1783036903.96592, "env_id": "None"}
r,l,t
48.457397,162,84.15937
86.28495,272,84.169238
3.7610362,10,84.176172
6.355698,13,84.190485
40.307545,112,84.214697
6.5406594,27,84.218516
1.3390651,5,84.226489
3.0828664,13,84.246911
20.670406,48,84.266217
13.522186,31,84.29466
87.96844,300,84.316262
10.196395,19,84.344657
14.354514,43,84.362478
2.7166734,5,84.370909
75.91972,181,84.538841
105.70652,307,84.676701
17.650084,29,84.720849
39.85575,131,84.733451
5.089056,18,84.748279
18.858583,48,84.978504
5.618245,16,85.004977
5.9383655,14,85.026089
119.24923,366,85.053188
24.360502,65,85.147593
12.266147,29,85.191225
82.38487,224,85.230113
13.789425,40,85.254094
16.92862,42,85.29257
187.03711,512,85.294859
28.186155,77,85.410963
41.497887,103,85.450181
9.091906,30,85.458496
88.73449,286,85.458537
10.688193,23,85.493018
92.19667,252,85.633201
48.262993,132,85.655652
6.042582,17,85.660798
69.97864,161,85.691846
10.544196,25,85.69861
4.5156083,8,85.711682
19.55293,53,85.738926
8.0911455,23,85.748544
11.080809,27,85.789055
48.66777,132,85.892012
2.1142101,4,85.898794
27.514011,76,85.902876
8.522442,14,85.923591
59.173134,157,85.976701
17.986898,39,85.985123
3.9690526,10,85.993544
3.5249069,14,86.007879
13.500418,27,86.04939
29.91683,91,86.184913
174.24486,512,86.268826
82.57824,264,86.299983
18.471596,56,86.384045
35.809307,83,86.393818
4.5625043,11,86.402027
15.688751,43,86.458943
1.1306686,3,86.62343
15.253654,41,86.685464
72.33618,179,86.827774
170.60112,512,86.919621
34.262318,84,86.952932
68.74054,190,86.966857
1.8386387,6,86.976637
7.2014537,15,87.00078
12.575043,36,87.011361
1.2045025,9,87.025864
25.784304,61,87.09445
166.28821,512,87.116463
28.963247,63,87.1219
19.68381,47,87.166538
13.340081,31,87.168731
3.5978696,12,87.187015
51.595436,128,87.35865
15.366262,27,87.398714
9.508681,23,87.433717
51.38758,169,87.6826
166.55846,512,87.690744
7.712069,11,87.700189
18.688517,45,87.768739
6.9577127,25,87.805653
9.236079,22,87.839685
-0.37914342,2,87.843992
9.565256,13,87.863995
190.33635,512,87.886652
178.37126,512,87.958725
22.717241,46,88.027226
2.6269941,4,88.03435
78.69422,231,88.047603
3.9988234,7,88.058866
18.850607,52,88.114077
35.17755,70,88.396451
129.52264,358,88.585937
6.2090607,15,88.608556
12.167967,24,88.64474
43.207767,121,88.823986
150.43059,512,88.83712
27.329279,77,88.941891
170.0448,512,89.006429
22.053268,59,89.032211
7.8582683,17,89.058287
4.7473946,17,89.085129
75.97587,199,89.139035
17.38236,49,89.15717
156.15486,512,89.168084
14.264526,26,89.178743
3.8781817,7,89.190752
44.166958,130,89.205181
1.2589289,3,89.210587
18.071209,44,89.236906
22.37931,41,89.254344
17.811354,38,89.268289
7.444546,12,89.286677
9.236618,19,89.316609
32.963108,69,89.343941
59.435337,155,89.395915
20.7492,42,89.408005
1.017194,2,89.411815
0.6410519,3,89.417181
22.681612,76,89.433995
10.220314,32,89.481344
22.982786,67,89.519153
12.953052,33,89.533077
5.3716116,12,89.538137
2.522778,6,89.547987
37.62533,109,89.566692
10.832083,22,89.569111
24.873707,77,89.683123
11.894105,22,89.716268
23.182959,68,89.819434
83.240364,245,90.100013
46.872692,135,90.186153
168.05464,512,90.197211
31.079054,67,90.201002
6.413218,18,90.225413
9.743455,19,90.230589
18.860573,42,90.291455
22.626217,66,90.331993
14.667697,26,90.372819
0.8503423,6,90.382865
0.24350284,3,90.388067
19.29838,47,90.458826
168.11612,512,90.491641
78.04242,190,90.58191
59.85407,158,90.69826
0.24843325,2,90.702392
72.82101,198,90.793171
32.648746,70,90.898437
4.1260657,13,90.919013
176.70337,512,90.969534
68.78245,211,91.23045
10.060005,22,91.262629
5.2631097,12,91.280911
5.58916,7,91.291464
175.37228,491,91.320916
43.653553,105,91.448827
2.0530295,7,91.460119
168.96465,512,91.469857
5.8975344,9,91.483411
44.92571,126,91.509302
10.433191,24,91.52151
12.542019,29,91.554347
30.844852,84,91.587485
175.53267,512,91.888734
42.877,126,91.931389
30.406147,58,92.017957
26.926575,65,92.115148
18.777943,49,92.188795
102.37537,295,92.330652
130.70712,421,92.33915
3.9775646,15,92.368509
19.201504,47,92.432097
194.06305,512,92.467266
2.7504964,8,92.480065
21.01359,43,92.50067
3.231285,9,92.515097
7.7138996,10,92.531
49.05439,118,92.561432
1.8509684,6,92.571691
5.1529617,6,92.582155
17.973797,38,92.638142
2.5829148,9,92.651953
42.216663,127,92.679296
6.284344,16,92.703618
47.943394,113,92.7075
32.60001,79,92.82213
21.708546,84,92.833757
21.213318,42,92.897829
178.23727,512,92.998211
40.598213,102,93.054796
34.142014,83,93.178625
56.395058,144,93.21613
38.798767,106,93.544629
5.409839,9,93.558764
8.915783,22,93.59109
175.84282,512,93.600474
71.12913,172,93.610764
3.2089715,6,93.610802
4.3132915,16,93.637421
39.644653,106,93.769661
192.47395,512,93.769732
38.23578,94,93.776668
6.607498,13,93.790973
47.648106,154,93.825749
23.496107,56,93.907192
63.073692,167,94.019678
4.87581,13,94.041167
62.443375,191,94.078114
111.22817,306,94.23368
48.499096,113,94.245837
33.413998,91,94.372024
46.593735,111,94.413005
2.345457,10,94.428673
2.7247937,9,94.442674
127.00669,360,94.45097
2.1630828,6,94.453629
5.444023,14,94.474369
117.70323,314,94.516339
36.339306,95,94.520144
3.5825005,8,94.530187
38.290497,89,94.610044
4.859249,14,94.631306
32.5598,75,94.644048
36.89626,95,94.665688
7.0809755,22,94.700251
18.06674,50,94.710005
55.56065,175,94.724114
5.7444954,10,94.726306
9.215841,15,94.748714
25.290215,57,94.811204
11.485496,34,94.860831
31.279026,81,94.870359
21.030615,51,94.936723
7.733335,16,94.960785
91.04349,232,95.047767
54.795906,151,95.345318
82.02586,222,95.361088
184.20966,512,95.571567
106.460655,300,95.655502
46.349945,110,95.820952
79.49471,217,95.898792
5.1534715,17,95.923544
164.09358,512,96.112523
183.984,512,96.127222
81.37589,251,96.19755
23.238543,64,96.223598
25.493732,77,96.229537
7.3338404,30,96.246555
7.499654,17,96.258762
6.585399,11,96.275607
20.469795,74,96.338987
6.856631,16,96.364211
67.498024,170,96.503261
24.837513,52,96.581825
58.821415,154,96.59661
5.944557,16,96.607669
1.9868566,5,96.616166
5.103911,10,96.631703
195.91261,512,96.700552
8.42963,20,96.730819
7.9910645,16,96.754879
30.969198,93,96.925553
6.7111225,16,96.933658
11.5386095,26,96.964932
14.728975,31,97.012637
33.600895,70,97.039335
9.086233,18,97.039381
3.38259,9,97.053474
4.004502,14,97.061502
9.459818,15,97.084013
13.825396,38,97.113334
8.991551,17,97.138656
174.73514,512,97.203954
36.47524,100,97.234733
15.198265,33,97.254934
9.974635,18,97.263054
40.33713,108,97.301182
35.73728,70,97.36951
135.40366,428,97.400562
40.24748,130,97.495847
66.23273,165,97.505663
5.144483,11,97.523938
5.9872375,21,97.532499
3.1875153,8,97.544971
17.796469,71,97.631348
13.609324,20,97.660925
80.12746,218,97.729957
6.1423054,17,97.755704
110.07714,329,98.03595
81.59286,202,98.060412
173.49052,512,98.142074
39.395836,90,98.174909
27.165936,78,98.180077
14.7863035,50,98.252499
5.680321,9,98.268119
25.054077,70,98.377383
168.17812,512,98.440163
75.02896,202,98.45594
38.325806,92,98.679563
4.846055,10,98.695558
20.540344,49,98.766146
103.04498,285,98.780042
40.79679,111,98.787599
18.73634,26,98.820909
2.7257974,6,98.830526
12.661755,41,98.850412
3.407505,11,98.867671
14.182279,21,98.900404
13.596894,29,98.943619
63.851734,177,99.097318
10.355644,28,99.139267
4.8847733,21,99.171135
57.399017,163,99.187646
94.75253,284,99.200814
6.848884,10,99.206332
5.988058,10,99.217904
3.9152684,9,99.22198
4.454721,7,99.232916
6.0874324,10,99.235155
1.0467654,3,99.238919
6.862978,17,99.264952
171.05528,512,99.383026
54.424103,168,99.430366
16.02338,41,99.445928
84.72577,216,99.557119
16.370981,55,99.640384
4.857648,11,99.657422
66.02209,197,99.740706
24.919682,66,99.757808
2.3649285,7,99.769107
7.2292213,20,99.799436
141.63467,359,99.804844
19.519392,52,99.822048
16.394875,25,99.840968
10.59717,19,99.870156
2.196548,8,99.882619
8.924476,19,99.911764
36.09935,95,99.954721
43.478443,116,100.000988
18.927277,36,100.007993
180.58414,512,100.361019
83.08794,227,100.407945
27.041397,55,100.443059
43.25065,114,100.576398
57.0618,163,100.68786
18.299934,43,100.752762
144.50963,414,100.778296
11.498785,34,100.807403
42.562744,92,100.925526
191.84898,512,100.941309
2.516284,6,100.950899
28.85595,53,101.00795
18.988346,44,101.019022
13.196288,46,101.076561
21.148386,40,101.079017
2.6258032,5,101.087797
24.569757,72,101.190261
47.650455,118,101.248522
14.905245,32,101.297748
33.38818,87,101.321985
187.12444,512,101.357928
42.866486,111,101.486071
41.954052,106,101.516257
181.70258,512,101.579862
23.77182,64,101.675821
42.35874,133,101.685582
8.270479,11,101.693885
44.52698,135,101.71912
16.01409,27,101.729664
10.078675,15,101.753722
29.563705,56,101.83856
51.013885,139,102.07124
45.939545,128,102.079381
40.5768,89,102.134265
12.75508,27,102.174689
6.8384066,13,102.194224
177.68054,512,102.231984
17.628876,27,102.274007
2.2839928,4,102.280871
37.83415,102,102.346002
26.203175,69,102.448269
88.881004,250,102.450656
4.762944,14,102.473229
24.362581,60,102.562167
12.315818,22,102.595764
160.09619,424,102.706421
132.18813,361,102.828806
1.3255101,4,102.835801
76.05367,195,103.134569
21.478779,61,103.250849
180.02634,512,103.259547
6.228436,14,103.273851
4.6529365,9,103.288094
160.13593,512,103.412066
0.41621837,2,103.415992
57.86532,139,103.475559
6.8213916,12,103.494233
179.3096,512,103.524922
6.5710826,11,103.542024
34.094757,98,103.56662
13.911435,35,103.594705
3.539505,7,103.606513
70.20595,180,103.933082
43.80663,122,103.955051
6.6983314,19,103.983648
8.153138,21,104.01453
197.91396,512,104.228557
18.931124,47,104.297776
78.37286,265,104.32556
11.366654,20,104.357073
6.703962,13,104.377179
27.162447,72,104.48637
146.56116,512,104.499339
64.080086,199,104.600209
9.948905,21,104.631302
189.80856,512,104.779561
5.7870774,12,104.798109
4.7088,12,104.816796
21.057259,51,104.893909
134.68375,390,105.080546
9.258129,32,105.129332
30.079197,63,105.221999
186.19379,512,105.250511
171.78186,512,105.552569
4.694055,10,105.568266
4.6322126,6,105.577833
163.22952,482,105.768662
3.1487458,6,105.778717
87.84088,251,105.785697
6.908236,14,105.801218
4.171178,10,105.80128
3.507658,9,105.815364
26.84959,52,105.880477
16.625748,55,105.898518
6.9810195,15,105.920804
37.458588,119,106.09895
189.56985,512,106.151395
26.670902,49,106.174068
2.2511773,6,106.183561
9.065451,31,106.198718
6.7412744,13,106.203873
10.797982,18,106.230582
18.209257,45,106.268675
97.558,266,106.284313
12.346174,29,106.327013
19.187958,46,106.338167
170.00452,512,106.353289
56.196445,148,106.456926
73.53332,191,106.616584
2.2336514,6,106.626691
64.62186,202,106.658529
14.765623,31,106.675541
63.596222,148,106.684395
7.3757486,25,106.700413
4.9885573,16,106.71003
10.143407,16,106.733651
18.674114,48,106.750606
6.9612594,15,106.757405
122.31424,277,106.764042
4.916834,19,106.788406
9.739969,22,106.799513
9.129529,18,106.816447
15.165206,37,106.872072
48.061905,110,106.920813
76.27744,182,106.980394
50.930794,138,107.00991
3.843492,17,107.036424
16.421034,40,107.259255
60.075268,164,121.40713
4.7988544,14,121.429862
102.61104,316,121.588813
64.30189,151,121.658357
10.87404,24,121.694759
48.62272,125,121.779666
31.13298,77,121.813022
115.74108,316,121.815588
9.900423,23,121.818371
3.2104144,7,121.83045
15.856294,36,121.871333
181.95715,512,121.99931
3.4499648,8,122.012035
34.478367,91,122.149066
91.56945,239,122.179053
14.983672,37,122.205189
6.52846,12,122.223731
102.1175,272,122.24349
18.192394,43,122.307349
77.256676,176,122.443327
167.34921,512,122.643945
127.40872,367,122.779259
173.91124,499,123.223136
117.26452,312,123.280326
194.94402,512,123.384916
0.88410556,1,123.387351
28.74985,80,123.407095
40.904102,131,123.428817
35.11489,74,123.506077
20.966764,65,123.533311
-0.22122705,6,123.543679
1.6153635,8,123.556662
7.4816604,16,123.581646
11.740019,32,123.631808
174.73111,512,123.733683
12.263178,22,123.767513
11.127655,30,123.813569
55.97997,147,123.858046
8.920346,20,123.888696
27.492435,75,123.932614
16.50125,40,123.953314
1.1900022,3,123.958811
17.206812,39,123.993721
156.18144,418,124.059849
27.91731,69,124.063624
13.154588,39,124.11839
40.200047,96,124.140212
10.09369,17,124.147528
5.045177,11,124.164406
33.386116,69,124.268029
57.280083,144,124.283574
159.94496,512,124.300386
42.143063,105,124.300425
15.38835,52,124.378574
32.17859,77,124.385872
9.286412,16,124.410834
5.874457,18,124.438389
5.059806,8,124.451452
3.81073,13,124.472334
24.77134,78,124.502003
7.248783,15,124.525578
45.793705,109,124.801269
29.878551,78,124.806785
97.667336,268,124.873615
5.0972266,18,124.900778
6.117811,19,124.928781
50.81161,110,125.094087
13.343858,30,125.1382
194.98012,512,125.222475
10.371954,20,125.252572
5.8130965,18,125.27953
4.9425073,10,125.296999
142.50656,373,125.362385
33.81418,98,125.441334
4.9346747,20,125.470905
177.85938,512,125.572217
48.539055,143,125.57459
5.698446,14,125.59589
7.6417027,24,125.61216
2.9420283,7,125.623278
8.72693,22,125.633134
46.076733,155,125.707137
9.502953,19,125.73707
24.907412,72,125.742546
15.490776,43,125.805986
169.65327,486,125.872846
52.824394,130,125.935246
30.245823,85,125.937788
6.7499003,21,125.969868
58.42229,158,126.206029
78.9025,269,126.280225
9.198872,17,126.306001
4.4378796,14,126.488604
190.59868,506,126.549857
26.20554,66,126.588085
61.615456,163,126.613443
139.76521,353,126.628683
9.657265,21,126.661891
39.557102,82,126.676183
12.302532,30,126.707731
27.58111,78,126.823176
9.160509,17,126.848512
10.1479025,29,126.893845
51.563896,164,126.923476
10.036658,28,126.93804
141.4879,377,127.179604
3.7847958,8,127.192932
10.817512,19,127.222369
151.114,390,127.227836
15.898997,34,127.278507
3.4831393,10,127.295632
12.8738,29,127.339463
11.623723,20,127.369337
5.827837,12,127.387536
7.66265,15,127.413223
2.7152908,5,127.42161
9.460559,21,127.453419
58.994804,166,127.479362
151.9998,400,127.556448
28.58169,73,127.564889
25.865053,59,127.570375
6.307546,12,127.584761
146.56924,421,127.60603
6.0985904,10,127.622626
0.59425235,4,127.629569
22.132648,67,127.663894
13.178706,42,127.691522
41.027588,115,127.761342
22.653374,75,127.776806
21.57899,62,127.78652
114.95625,339,128.249536
115.80045,315,128.40265
31.681824,72,128.51344
134.3162,389,128.533257
2.701763,3,128.538999
27.510254,83,128.667119
7.2159014,15,128.69115
164.9475,494,128.706826
4.893201,14,128.728742
4.356521,14,128.75093
3.9134417,13,128.773113
22.860403,59,128.786254
11.294644,28,128.817724
14.277098,31,128.835131
136.99641,379,128.842122
13.027193,27,128.878906
132.37689,357,129.06956
86.2623,236,129.199139
4.988717,12,129.218375
46.688515,102,129.225119
91.643074,282,129.305717
69.7889,183,129.494578
19.08126,50,129.569665
181.82455,512,129.588633
7.204759,18,129.598314
89.38571,279,129.636301
20.720095,54,129.671514
111.74851,302,129.755555
30.632282,101,129.985996
74.65984,173,130.057767
13.58828,46,130.123573
11.014993,23,130.160814
4.681312,6,130.17109
58.01899,179,130.188384
1.6119144,5,130.196746
29.842714,66,130.273539
39.104614,94,130.414489
62.437935,162,130.442097
18.960045,30,130.461453
11.492314,28,130.504466
19.09303,53,130.524961
158.15991,512,130.539254
2.0387032,5,130.547524
21.394793,41,130.571016
20.609953,53,130.649847
7.837911,19,130.681105
5.771722,15,130.704897
40.967762,106,130.7144
-0.07530426,2,130.718712
4.901633,13,130.729034
196.43228,512,130.774882
15.699255,33,130.780708
24.310453,46,130.792714
40.242188,92,130.916584
13.770053,39,130.975073
52.155373,139,130.994065
11.981306,30,131.039306
19.563482,47,131.048929
44.62489,106,131.194818
171.90375,512,131.308628
51.62789,118,131.372595
16.46023,46,131.442465
158.57927,512,131.71496
38.949036,101,131.748337
176.80904,512,131.963774
181.78114,512,132.225142
118.40589,339,132.250236
96.32565,238,132.319317
3.5132904,7,132.330645
40.90821,103,132.4087
53.166653,121,132.412371
17.842724,36,132.467018
195.323,512,132.485462
6.425559,12,132.487643
8.540765,10,132.501463
57.543934,129,132.679709
89.0039,239,132.768512
91.248634,263,132.893871
6.596699,18,132.921358
5.9389215,13,132.941551
133.26863,406,132.94673
22.244366,59,133.035216
-0.059075095,5,133.04363
39.320446,116,133.117189
47.927696,88,133.175452
10.299581,23,133.385538
2.8181438,12,133.405722
118.11975,326,133.441906
24.48807,64,133.503525
21.661963,46,133.574389
43.499386,108,133.608113
154.46939,512,133.639371
78.45527,242,133.670394
5.6290865,11,133.687593
19.023115,34,133.692863
3.6234257,10,133.708463
11.975733,18,133.737492
47.844105,140,133.900258
1.100153,4,133.907394
8.596559,20,133.937844
6.725798,15,133.963137
131.37743,347,134.1404
138.2097,370,134.145976
9.643405,29,134.190026
23.470255,55,134.224707
129.27934,352,134.271637
16.115927,44,134.293396
84.219925,232,134.315352
9.8097725,20,134.344665
33.53679,90,134.408645
1.8732016,19,134.437039
58.407574,166,134.443993
13.089725,23,134.480742
53.687172,140,134.508847
51.45844,118,134.526935
3.8547313,12,134.545658
33.76394,90,134.578876
19.775206,31,134.625559
3.1682184,8,134.638383
5.224132,21,134.670171
10.479031,16,134.696628
2.7896352,9,134.71097
17.837753,48,134.782069
68.99166,205,134.824688
34.15162,88,135.115828
30.555012,83,135.237843
174.58221,512,135.411432
120.62828,357,135.472856
164.86543,512,135.475146
9.512254,23,135.508571
8.994818,25,135.51367
4.1688275,12,135.533832
27.073357,75,135.621697
2.97576,8,135.63573
15.589102,28,135.678153
65.61305,184,135.692649
66.88518,179,135.946042
170.78023,512,136.006309
10.319446,23,136.040599
13.431616,35,136.095279
6.1602364,19,136.124095
49.35665,136,136.153893
154.02118,426,136.178048
7.823022,28,136.197492
2.0815108,7,136.209097
25.608997,54,136.209156
8.178065,21,136.211562
41.803734,121,136.391384
161.96695,512,136.466724
25.743393,60,136.482451
70.13634,213,136.530564
21.016146,46,136.60358
11.0875225,31,136.650537
10.955409,25,136.847548
125.88579,340,136.887942
11.439609,23,136.922505
19.520042,34,136.971466
74.221664,232,136.980932
38.30527,93,136.990139
9.786906,28,137.024738
25.550156,61,137.066158
21.376387,47,137.097232
36.596226,104,137.148594
13.06859,35,137.201849
41.39337,102,137.22317
16.79668,39,137.280588
53.083927,158,137.336291
37.947205,82,137.405443
199.75818,512,137.423242
4.0810895,14,137.428522
33.246075,76,137.452957
57.97207,165,137.453007
17.052595,36,137.478929
5.602523,22,137.486997
26.738708,89,137.621573
63.25802,152,137.683818
87.237305,229,137.775378
18.877924,49,137.849552
65.12794,165,137.870624
11.828167,34,137.921656
2.146483,11,137.940158
108.83072,297,138.130542
21.958054,51,138.208496
159.69702,512,138.254149
97.96415,282,138.278357
7.3648124,21,138.313425
30.440723,81,138.338805
24.02539,64,138.359868
17.941584,44,138.603912
14.113331,23,138.639407
41.31877,102,138.65211
21.59546,55,138.73667
20.455631,63,138.834823
1.621968,2,138.838831
0.009136775,6,138.848479
159.0072,512,138.909849
81.08123,265,138.930069
93.79122,225,138.988664
38.486824,75,139.024097
2.9618523,6,139.033888
38.663906,91,139.170963
13.866254,22,139.205962
3.5015206,15,139.228987
1.6234398,3,139.234571
53.795433,173,139.254428
96.48801,270,139.262426
8.971179,17,139.280817
4.9479804,7,139.292392
22.033672,44,139.304122
15.6524725,43,139.330046
31.980196,86,139.433063
31.674854,73,139.541475
53.166565,159,139.567536
20.565844,45,139.6361
15.794185,43,139.699417
168.71707,512,139.708278
5.6714206,7,139.72003
7.492044,25,139.740772
33.97125,81,139.843876
135.21426,400,139.898414
3.3337948,10,139.913853
9.625238,24,139.95307
57.68292,147,139.967193
48.981033,126,140.311461
159.62099,426,140.348187
13.178528,33,140.397898
10.366078,39,140.455884
204.88556,512,140.776345
5.078523,13,140.797411
-0.23635927,2,140.801422
101.33066,250,140.836953
4.116443,16,140.861392
167.50803,512,140.889141
10.240655,26,140.905061
140.96289,414,140.946774
23.456068,45,140.960149
7.9871087,14,140.96985
51.180305,124,140.998737
42.114426,106,141.130907
17.37644,49,141.204928
67.10265,186,141.480809
40.648815,104,141.636343
9.762252,19,141.665142
182.31921,512,141.676574
203.77802,499,141.70852
167.47777,512,141.764837
68.50465,206,142.129428
73.96529,203,142.136804
4.8169193,6,142.147195
38.45186,98,142.278302
61.714233,145,142.363905
35.94751,85,142.4065
26.326971,55,142.447467
174.66663,470,142.573057
168.87491,471,142.629234
77.504,186,142.686833
73.59148,185,142.725387
13.216047,33,142.736443
3.9318001,9,142.740326
9.859402,19,142.767839
10.091077,27,142.784308
12.084398,32,142.83224
21.54962,47,142.840511
86.060295,255,142.96104
15.708255,40,143.021264
31.143976,89,143.152361
8.271564,16,143.176611
171.63535,512,143.40709
150.17451,439,143.495538
7.377626,22,143.531142
49.08397,112,143.739849
203.41481,512,143.776661
36.405285,79,143.811452
29.890026,69,143.878355
14.101971,29,143.922819
157.01295,512,144.114339
107.82487,280,144.161882
21.620117,58,144.248447
7.7834873,14,144.270751
13.477007,40,144.329276
197.1137,512,144.580815
3.185832,4,144.587614
149.84071,460,144.615787
101.2601,283,144.751528
44.407482,117,144.761634
3.6744645,6,144.772139
180.99188,512,144.883837
13.315404,38,144.940577
4.0550346,9,144.954447
104.12682,285,145.043127
17.19711,47,145.115633
89.787025,242,145.486629
143.67139,420,145.572557
28.635015,71,145.596658
165.3031,512,145.694266
39.416718,101,145.728254
32.960117,90,145.735507
8.5044365,24,145.765875
29.99302,70,145.802924
23.60977,64,145.834093
8.252036,20,145.836752
5.9169526,12,145.854137
3.9269872,8,145.867201
137.64133,394,145.886942
18.87891,40,145.929569
8.331119,36,145.983292
46.95892,148,146.063829
26.601295,82,146.107138
126.32101,315,146.248977
3.9811292,9,146.263397
51.919815,128,146.302202
16.289465,33,146.313561
26.047619,56,146.388339
70.47095,185,146.596919
12.252835,31,146.643497
188.01509,512,146.669057
4.838385,17,146.69446
7.498504,10,146.709977
15.320114,44,146.712301
94.881035,254,146.779023
177.05751,512,146.844337
43.054718,115,146.886191
4.009704,9,146.900472
5.302925,12,146.918773
26.643036,52,146.926156
64.91638,191,147.156064
4.11725,5,147.164281
65.348465,163,147.181279
10.845251,32,147.228857
71.04539,170,147.326902
47.67176,178,147.345057
5.4663434,22,147.361163
19.029917,49,147.437189
26.878836,58,147.52559
26.89055,58,147.613503
97.02594,255,147.613553
8.934478,23,147.649087
28.899792,77,147.731336
84.309044,257,147.739428
37.980747,86,147.860041
34.244034,89,147.872589
7.122158,18,147.887778
16.744564,35,147.925573
191.47292,512,147.938827
9.6953125,15,147.950028
8.967157,17,147.965438
6.393917,15,147.97407
20.357115,55,147.974116
4.7937107,14,147.995947
12.506259,39,148.026736
3.036388,10,148.042945
90.2576,267,148.058319
25.846664,63,148.092919
17.288317,25,148.096843
47.147045,116,148.153721
31.100094,84,148.282491
72.23787,173,148.308841
6.4434047,13,148.329062
34.826736,72,148.443304
5.616451,7,148.454953
105.04305,238,148.468478
25.220959,49,148.552292
96.139626,308,148.593929
69.20332,192,148.605478
4.7955103,8,148.60782
34.641136,109,148.658398
22.341692,39,148.669055
43.116234,115,149.001061
65.49856,172,149.026287
16.470018,37,149.055173
87.13056,226,149.055219
76.20782,176,149.084402
12.190424,24,149.095349
8.994202,15,149.110122
18.600523,46,149.129378
35.26074,73,149.206403
7.6822886,17,149.232159
55.33692,184,149.308106
1.9717276,4,149.315411
1.2971311,5,149.324184
37.374073,92,149.372561
71.03249,177,149.379388
65.152954,179,149.404518
23.545954,54,149.408419
7.7276444,18,149.410885
18.601372,40,149.469206
2.3607175,5,149.477791
2.7839189,6,149.487771
15.071907,32,149.537173
17.066755,36,149.591461
53.470932,143,149.630384
14.142888,30,149.638938
2.3711407,6,149.648799
116.649864,278,149.799759
13.147666,29,149.844465
6.4698896,11,149.861803
57.765724,153,149.878696
7.218528,18,149.905675
16.152472,47,149.934593
5.4936743,13,149.954749
10.251726,36,149.96264
93.17925,276,150.049757
39.78556,118,150.131988
11.522314,31,150.179375
53.481598,145,150.181578
155.03844,512,150.186878
6.3667855,23,150.215984
13.564046,27,150.224125
46.000824,116,150.228095
4.079661,8,150.232021
7.9024014,10,150.249411
0.5803734,3,150.255025
64.159256,160,150.434268
49.969456,127,150.447177
48.522156,129,150.806541
102.42749,292,150.839181
8.498262,21,150.872394
26.077013,62,150.902289
1.8761432,7,150.913826
88.92593,227,150.94778
31.162575,88,151.080157
55.072388,167,151.165625
18.825346,59,151.169567
168.48749,512,151.173202
26.626316,53,151.246859
25.61183,56,151.255263
1.6614203,7,151.259235
59.953075,139,151.468818
170.57326,435,151.534253
109.02751,311,151.644116
11.225703,41,151.704646
13.167127,25,151.743844
54.41156,124,151.930311
24.561283,63,152.024879
172.56343,512,152.029191
111.93364,344,152.055244
31.416315,77,152.147092
166.55235,512,152.400391
12.531543,31,152.445628
23.472925,74,152.554681
72.173775,172,152.560551
115.32477,266,152.583913
27.087431,69,152.665628
3.0321686,5,152.674134
6.454481,13,152.694687
149.42604,374,152.776414
58.4893,172,152.818
67.217735,170,152.841794
4.4552307,9,152.856052
12.778527,39,152.878676
65.2128,202,153.000408
32.264572,71,153.106231
73.577126,180,153.37709
153.59503,409,153.477265
32.648987,76,153.497002
6.6811194,13,153.518427
19.627314,50,153.555828
171.67276,512,153.555886
152.41965,512,153.657301
38.18038,80,153.677535
11.701475,16,153.703365
5.9291368,8,153.717283
71.14575,194,153.82208
75.29009,173,153.828113
43.71961,97,153.870951
30.638025,71,154.092149
48.08725,130,154.183372
78.0437,251,154.406296
81.64715,223,154.424333
10.591938,19,154.454577
76.680824,185,154.463808
169.30171,512,154.600153
58.695835,182,154.728231
130.52406,326,154.948734
193.24988,512,155.169896
62.172596,154,155.17655
6.7919216,30,155.22397
11.210848,20,155.254341
124.277824,361,155.267079
19.867554,67,155.354652
165.1578,512,155.364438
45.920692,129,155.367964
6.005162,12,155.374769
3.2818372,7,155.379957
18.372444,40,155.436675
16.547064,61,155.459392
27.908142,60,155.472381
11.466983,27,155.479127
8.28871,19,155.508511
12.910048,24,155.546346
4.1937156,11,155.563567
69.87064,168,155.8823
3.5257854,7,155.893237
92.468605,229,155.96303
24.69776,63,155.989356
140.5725,385,156.009217
13.791325,36,156.045972
9.056369,25,156.050283
25.77361,61,156.060595
13.2808895,26,156.102156
88.6906,266,156.127243
18.343388,41,156.167101
58.307693,173,156.323844
58.05308,180,156.333005
6.778082,20,156.358322
53.802303,155,156.375832
11.477354,28,156.381685
8.177226,21,156.41628
5.9503355,10,156.432882
15.563348,43,156.503878
8.0792055,11,156.522604
44.95521,109,156.556723
4.548864,7,156.570798
108.22442,282,156.629635
35.418858,89,156.672137
11.078062,17,156.701872
15.894735,41,156.770393
46.184616,122,156.777193
1.5312765,3,156.783008
74.12358,193,156.942589
191.3668,512,157.210515
17.448462,34,157.26788
116.879036,344,157.341304
18.20676,45,157.345503
178.68478,512,157.771065
84.40839,194,157.804692
155.21281,456,157.847028
22.904581,51,157.852646
67.711815,174,158.125897
78.03134,250,158.239845
185.79204,512,158.307556
23.18787,58,158.336278
5.177386,8,158.349032
2.006978,5,158.358328
36.021656,73,158.44561
23.095837,47,158.522361
183.0157,495,158.617832
15.583074,42,158.68268
80.76651,211,158.716656
2.687384,6,158.727478
53.284904,131,158.733942
20.076168,49,158.766201
9.236222,23,158.77515
20.402706,41,158.836205
183.74965,512,158.977336
73.15764,220,159.131717
6.4244885,11,159.14905
1.6207644,6,159.158931
22.883554,57,159.411089
